Ticker,Name,Sector,Asset Class,As of Date,Market Value,Weight (%),Notional Value,Shares,Par Value,Price,Location,Exchange,Currency,Duration,FX Rate,Maturity,Coupon (%),Market Currency,Effective Date
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"88,299,089.99",1.34,"88,299,089.99","100,002,000.00","100,002,000.00",88.05,Canada,-,CAD,6.81,1,1-Jun-31,1.5,CAD,26-Apr-21
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"80,842,628.78",1.22,"80,842,628.78","105,266,000.00","105,266,000.00",76.46,Canada,-,CAD,20.02,1,1-Dec-51,2,CAD,22-Dec-17
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"78,453,584.57",1.19,"78,453,584.57","89,613,000.00","89,613,000.00",87.3,Canada,-,CAD,7.24,1,1-Dec-31,1.5,CAD,25-Oct-21
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"76,242,462.43",1.15,"76,242,462.43","86,274,000.00","86,274,000.00",88.16,Canada,-,CAD,5.98,1,1-Jun-30,1.25,CAD,26-Jul-19
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"71,889,714.86",1.09,"71,889,714.86","70,700,000.00","70,700,000.00",100.56,Canada,-,CAD,1.66,1,1-Nov-25,4.5,CAD,4-Aug-23
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"68,092,939.50",1.03,"68,092,939.50","75,207,000.00","75,207,000.00",90.21,Canada,-,CAD,7.53,1,1-Jun-32,2,CAD,16-Mar-22
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"66,861,907.73",1.01,"66,861,907.73","67,055,000.00","67,055,000.00",99.17,Canada,-,CAD,8.31,1,1-Dec-33,3.25,CAD,26-Jun-23
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"65,120,745.46",0.98,"65,120,745.46","64,734,000.00","64,734,000.00",99.24,Canada,-,CAD,4.17,1,1-Sep-28,3.25,CAD,21-Apr-23
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"64,617,529.08",0.98,"64,617,529.08","68,298,000.00","68,298,000.00",94.4,Canada,-,CAD,1.55,1,1-Sep-25,0.5,CAD,3-Apr-20
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"64,364,048.17",0.97,"64,364,048.17","90,132,000.00","90,132,000.00",71.12,Canada,-,CAD,21.53,1,1-Dec-53,1.75,CAD,3-Aug-21
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"64,048,121.31",0.97,"64,048,121.31","68,176,000.00","68,176,000.00",93.53,Canada,-,CAD,7.79,1,1-Dec-32,2.5,CAD,8-Aug-22
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"61,461,240.51",0.93,"61,461,240.51","61,100,000.00","61,100,000.00",98.85,Canada,-,CAD,1.42,1,1-Aug-25,3.5,CAD,12-May-23
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"60,193,408.64",0.91,"60,193,408.64","72,544,000.00","72,544,000.00",82.89,Canada,-,CAD,6.6,1,1-Dec-30,0.5,CAD,5-Oct-20
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"58,738,458.06",0.89,"58,738,458.06","61,371,000.00","61,371,000.00",95.25,Canada,-,CAD,8.09,1,1-Jun-33,2.75,CAD,6-Feb-23
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"53,637,082.26",0.81,"53,637,082.26","52,555,000.00","52,555,000.00",100.96,Canada,-,CAD,1.88,1,1-Feb-26,4.5,CAD,1-Nov-23
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"50,593,350.88",0.77,"50,593,350.88","51,342,000.00","51,342,000.00",97.4,Canada,-,CAD,3.34,1,1-Sep-27,2.75,CAD,13-May-22
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"47,925,289.22",0.72,"47,925,289.22","47,874,000.00","47,874,000.00",99.17,Canada,-,CAD,1.19,1,1-May-25,3.75,CAD,10-Feb-23
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"47,301,531.62",0.72,"47,301,531.62","46,587,000.00","46,587,000.00",100.08,Canada,-,CAD,3.72,1,1-Mar-28,3.5,CAD,21-Oct-22
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"46,821,850.31",0.71,"46,821,850.31","46,373,000.00","46,373,000.00",99.1,Canada,-,CAD,0.96,1,1-Feb-25,3.75,CAD,2-Nov-22
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"44,613,883.82",0.67,"44,613,883.82","47,661,000.00","47,661,000.00",93.09,Canada,-,CAD,2.96,1,1-Mar-27,1.25,CAD,15-Oct-21
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"44,419,912.37",0.67,"44,419,912.37","47,417,000.00","47,417,000.00",93.26,Canada,-,CAD,2.5,1,1-Sep-26,1,CAD,16-Apr-21
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"43,577,650.52",0.66,"43,577,650.52","44,478,000.00","44,478,000.00",97.55,Canada,-,CAD,1.29,1,2-Jun-25,2.6,CAD,9-Jan-15
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"40,710,668.25",0.62,"40,710,668.25","39,135,000.00","39,135,000.00",102.82,Canada,-,CAD,4.53,1,1-Mar-29,4,CAD,13-Oct-23
CANHOU,CANADA HOUSING TRUST NO.1 144A,Federal,Fixed Income,2024/1/31,"40,607,526.39",0.61,"40,607,526.39","42,186,000.00","42,186,000.00",96.01,Canada,-,CAD,1.81,1,15-Dec-25,1.95,CAD,26-Aug-15
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"40,095,764.97",0.61,"40,095,764.97","43,180,000.00","43,180,000.00",92.75,Canada,-,CAD,2.04,1,1-Mar-26,0.25,CAD,9-Oct-20
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"39,903,811.78",0.6,"39,903,811.78","40,805,000.00","40,805,000.00",97.19,Canada,-,CAD,7.8,1,2-Jun-33,3.65,CAD,6-Apr-23
Q,QUEBEC (PROVINCE OF) MTN,Provincial,Fixed Income,2024/1/31,"37,146,737.60",0.56,"37,146,737.60","44,976,000.00","44,976,000.00",82.07,Canada,-,CAD,17.47,1,1-Dec-51,3.1,CAD,25-Jan-19
CANHOU,CANADA HOUSING TRUST NO.1 144A,Federal,Fixed Income,2024/1/31,"36,759,347.75",0.56,"36,759,347.75","38,350,000.00","38,350,000.00",95.55,Canada,-,CAD,3.19,1,15-Jun-27,2.35,CAD,23-Feb-17
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"36,691,383.76",0.55,"36,691,383.76","37,993,000.00","37,993,000.00",96.15,Canada,-,CAD,3.14,1,2-Jun-27,2.6,CAD,9-Feb-17
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"36,553,558.57",0.55,"36,553,558.57","39,110,000.00","39,110,000.00",92.85,Canada,-,CAD,17.42,1,2-Dec-53,3.75,CAD,30-May-22
CANHOU,CANADA HOUSING TRUST NO.1 144A,Federal,Fixed Income,2024/1/31,"36,256,212.48",0.55,"36,256,212.48","37,950,000.00","37,950,000.00",95.41,Canada,-,CAD,1.34,1,15-Jun-25,0.95,CAD,18-Mar-20
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"35,317,269.91",0.53,"35,317,269.91","39,681,000.00","39,681,000.00",88.44,Canada,-,CAD,14.53,1,2-Jun-45,3.45,CAD,10-May-13
ONT,ONTARIO PROVINCE OF,Provincial,Fixed Income,2024/1/31,"35,308,961.09",0.53,"35,308,961.09","43,841,000.00","43,841,000.00",80.06,Canada,-,CAD,15.72,1,2-Dec-46,2.9,CAD,2-Feb-15
CANHOU,CANADA HOUSING TRUST NO.1 144A,Federal,Fixed Income,2024/1/31,"34,857,288.52",0.53,"34,857,288.52","34,820,000.00","34,820,000.00",98.76,Canada,-,CAD,7.28,1,15-Sep-32,3.55,CAD,26-May-22
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"34,691,086.60",0.52,"34,691,086.60","38,458,000.00","38,458,000.00",89.75,Canada,-,CAD,20.43,1,1-Dec-55,2.75,CAD,30-Jan-23
CANHOU,CANADA HOUSING TRUST NO.1 144A,Federal,Fixed Income,2024/1/31,"34,303,596.10",0.52,"34,303,596.10","33,265,000.00","33,265,000.00",102.57,Canada,-,CAD,4.37,1,15-Dec-28,4.25,CAD,22-Sep-23
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"34,192,947.52",0.52,"34,192,947.52","35,198,000.00","35,198,000.00",96.64,Canada,-,CAD,1.13,1,1-Apr-25,1.5,CAD,24-Jan-22
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"33,864,267.79",0.51,"33,864,267.79","34,179,000.00","34,179,000.00",98.08,Canada,-,CAD,1.59,1,1-Oct-25,3,CAD,25-Jul-22
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"33,838,599.86",0.51,"33,838,599.86","37,403,000.00","37,403,000.00",90.13,Canada,-,CAD,5.84,1,2-Jun-30,2.05,CAD,27-Jan-20
Q,QUEBEC (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"32,887,935.11",0.5,"32,887,935.11","36,976,000.00","36,976,000.00",88.36,Canada,-,CAD,15.9,1,1-Dec-48,3.5,CAD,28-Sep-15
CANHOU,CANADA HOUSING TRUST NO.1,Federal,Fixed Income,2024/1/31,"31,948,802.83",0.48,"31,948,802.83","31,935,000.00","31,935,000.00",99.58,Canada,-,CAD,3.57,1,15-Dec-27,3.6,CAD,22-Sep-22
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"31,812,598.55",0.48,"31,812,598.55","32,096,000.00","32,096,000.00",98.11,Canada,-,CAD,2.05,1,1-Apr-26,3,CAD,20-Jan-23
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"31,628,836.90",0.48,"31,628,836.90","35,375,000.00","35,375,000.00",89.06,Canada,-,CAD,6.65,1,2-Jun-31,2.15,CAD,12-Apr-21
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"31,619,641.54",0.48,"31,619,641.54","32,373,000.00","32,373,000.00",97.3,Canada,-,CAD,1.29,1,1-Jun-25,2.25,CAD,30-Jun-14
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"31,445,893.65",0.48,"31,445,893.65","29,813,000.00","29,813,000.00",104.71,Canada,-,CAD,11.96,1,2-Jun-41,4.65,CAD,15-Jun-10
Q,QUEBEC (PROVINCE OF) MTN,Provincial,Fixed Income,2024/1/31,"31,234,358.80",0.47,"31,234,358.80","29,741,000.00","29,741,000.00",104.29,Canada,-,CAD,17.42,1,1-Dec-55,4.4,CAD,18-Oct-22
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"31,119,685.86",0.47,"31,119,685.86","31,388,000.00","31,388,000.00",98.53,Canada,-,CAD,7.07,1,2-Jun-32,3.75,CAD,9-May-22
ONT,ONTARIO (PROVINCE OF) MTN,Provincial,Fixed Income,2024/1/31,"31,064,034.05",0.47,"31,064,034.05","39,043,000.00","39,043,000.00",79.09,Canada,-,CAD,16.75,1,2-Jun-49,2.9,CAD,30-Nov-17
CANHOU,CANADA HOUSING TRUST NO.1 144A,Federal,Fixed Income,2024/1/31,"30,988,345.36",0.47,"30,988,345.36","34,670,000.00","34,670,000.00",89.16,Canada,-,CAD,5.93,1,15-Jun-30,1.75,CAD,21-Feb-20
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"30,271,388.04",0.46,"30,271,388.04","40,167,000.00","40,167,000.00",74.93,Canada,-,CAD,17.69,1,2-Dec-50,2.65,CAD,28-May-19
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"29,927,330.92",0.45,"29,927,330.92","30,854,000.00","30,854,000.00",96.52,Canada,-,CAD,4.01,1,2-Jun-28,2.9,CAD,6-Apr-18
Q,PROVINCE OF QUEBEC,Provincial,Fixed Income,2024/1/31,"29,922,877.18",0.45,"29,922,877.18","33,338,000.00","33,338,000.00",88.96,Canada,-,CAD,6.05,1,1-Sep-30,1.9,CAD,1-Apr-20
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"29,342,140.76",0.44,"29,342,140.76","30,772,000.00","30,772,000.00",94.91,Canada,-,CAD,4.9,1,2-Jun-29,2.7,CAD,7-Feb-19
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"29,317,029.61",0.44,"29,317,029.61","32,444,000.00","32,444,000.00",89.79,Canada,-,CAD,13.59,1,2-Jun-43,3.5,CAD,31-Jan-12
Q,QUEBEC (PROVINCE OF) MTN,Provincial,Fixed Income,2024/1/31,"29,288,175.19",0.44,"29,288,175.19","26,633,000.00","26,633,000.00",109.13,Canada,-,CAD,12.01,1,1-Dec-41,5,CAD,22-Sep-09
CANHOU,CANADA HOUSING TRUST NO 1 144A,Federal,Fixed Income,2024/1/31,"29,056,665.41",0.44,"29,056,665.41","30,920,000.00","30,920,000.00",93.81,Canada,-,CAD,2.29,1,15-Jun-26,1.25,CAD,23-Mar-21
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"28,462,374.07",0.43,"28,462,374.07","26,853,000.00","26,853,000.00",105.22,Canada,-,CAD,9.93,1,2-Jun-37,4.7,CAD,22-Feb-06
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"28,316,417.87",0.43,"28,316,417.87","29,283,000.00","29,283,000.00",96,Canada,-,CAD,1.54,1,8-Sep-25,1.75,CAD,24-Feb-20
Q,QUEBEC (PROVINCE OF) MTN,Provincial,Fixed Income,2024/1/31,"28,212,295.16",0.43,"28,212,295.16","28,707,000.00","28,707,000.00",96.78,Canada,-,CAD,7.91,1,1-Sep-33,3.6,CAD,27-Mar-23
Q,QUEBEC (PROVINCE OF) MTN,Provincial,Fixed Income,2024/1/31,"28,076,139.26",0.42,"28,076,139.26","35,944,000.00","35,944,000.00",77.63,Canada,-,CAD,18.5,1,1-Dec-53,2.85,CAD,5-May-21
Q,QUEBEC (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"26,998,727.50",0.41,"26,998,727.50","30,159,000.00","30,159,000.00",88.94,Canada,-,CAD,14.7,1,1-Dec-45,3.5,CAD,30-Apr-13
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"26,890,124.15",0.41,"26,890,124.15","34,292,000.00","34,292,000.00",77.95,Canada,-,CAD,16.47,1,2-Jun-48,2.8,CAD,21-Jun-16
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"26,738,731.03",0.4,"26,738,731.03","22,321,000.00","22,321,000.00",118.83,Canada,-,CAD,7.37,1,1-Jun-33,5.75,CAD,15-Oct-01
ONT,ONTARIO (PROVINCE OF) MTN,Provincial,Fixed Income,2024/1/31,"26,380,044.82",0.4,"26,380,044.82","25,155,000.00","25,155,000.00",104.11,Canada,-,CAD,11.01,1,2-Jun-39,4.6,CAD,15-Jan-08
CANHOU,CANADA HOUSING TRUST NO.1 144A,Federal,Fixed Income,2024/1/31,"26,116,955.07",0.4,"26,116,955.07","24,865,000.00","24,865,000.00",104.21,Canada,-,CAD,8.18,1,15-Mar-34,4.25,CAD,21-Nov-23
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"26,036,296.45",0.39,"26,036,296.45","25,915,000.00","25,915,000.00",99.78,Canada,-,CAD,17.35,1,2-Dec-54,4.15,CAD,24-Jul-23
CANHOU,CANADA HOUSING TRUST,Federal,Fixed Income,2024/1/31,"25,830,661.91",0.39,"25,830,661.91","25,879,000.00","25,879,000.00",99.34,Canada,-,CAD,7.85,1,15-Jun-33,3.65,CAD,23-Feb-23
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"25,233,204.49",0.38,"25,233,204.49","27,698,000.00","27,698,000.00",90.64,Canada,-,CAD,17.44,1,1-Dec-48,2.75,CAD,2-Jun-14
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"25,142,438.81",0.38,"25,142,438.81","26,008,000.00","26,008,000.00",96.28,Canada,-,CAD,2.23,1,2-Jun-26,2.4,CAD,3-Feb-16
Q,QUEBEC (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"25,000,038.16",0.38,"25,000,038.16","25,976,000.00","25,976,000.00",94.89,Canada,-,CAD,7.31,1,1-Sep-32,3.25,CAD,11-Apr-22
ALTA,ALBERTA (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"24,933,608.14",0.38,"24,933,608.14","27,563,000.00","27,563,000.00",90.12,Canada,-,CAD,5.84,1,1-Jun-30,2.05,CAD,10-Sep-19
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"24,921,829.50",0.38,"24,921,829.50","39,471,000.00","39,471,000.00",62.83,Canada,-,CAD,19.43,1,2-Dec-51,1.9,CAD,20-Aug-20
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"24,510,872.44",0.37,"24,510,872.44","21,456,000.00","21,456,000.00",113.32,Canada,-,CAD,8.54,1,2-Jun-35,5.6,CAD,25-Aug-04
Q,QUEBEC (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"23,776,357.74",0.36,"23,776,357.74","27,921,000.00","27,921,000.00",84.53,Canada,-,CAD,6.99,1,1-Sep-31,1.5,CAD,12-Jan-21
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"23,644,877.14",0.36,"23,644,877.14","21,666,000.00","21,666,000.00",108.47,Canada,-,CAD,12.61,1,1-Jun-41,4,CAD,9-Jun-08
Q,QUEBEC (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"22,982,140.67",0.35,"22,982,140.67","22,922,000.00","22,922,000.00",99.55,Canada,-,CAD,13.29,1,1-Dec-43,4.25,CAD,17-Aug-11
ALTA,ALBERTA (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"22,972,806.55",0.35,"22,972,806.55","28,063,000.00","28,063,000.00",81.34,Canada,-,CAD,16.86,1,1-Jun-50,3.1,CAD,17-Sep-18
Q,QUEBEC (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"22,344,700.72",0.34,"22,344,700.72","22,635,000.00","22,635,000.00",97.57,Canada,-,CAD,1.51,1,1-Sep-25,2.75,CAD,12-Jan-15
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"21,965,305.10",0.33,"21,965,305.10","21,292,000.00","21,292,000.00",102.58,Canada,-,CAD,15.23,1,1-Dec-45,3.5,CAD,13-Jun-11
CANHOU,CANADA HOUSING TRUST No 1 144A,Federal,Fixed Income,2024/1/31,"20,973,437.58",0.32,"20,973,437.58","21,925,000.00","21,925,000.00",94.94,Canada,-,CAD,2.5,1,15-Sep-26,1.9,CAD,26-May-16
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"20,476,832.68",0.31,"20,476,832.68","21,507,000.00","21,507,000.00",94.83,Canada,-,CAD,4.95,1,1-Jun-29,2.25,CAD,27-Jul-18
CANHOU,CANADA HOUSING TRUST NO. 1 144A,Federal,Fixed Income,2024/1/31,"20,232,233.14",0.31,"20,232,233.14","21,102,000.00","21,102,000.00",95.54,Canada,-,CAD,4.51,1,15-Dec-28,2.65,CAD,22-Aug-18
Q,QUEBEC (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"19,911,197.40",0.3,"19,911,197.40","21,253,000.00","21,253,000.00",92.73,Canada,-,CAD,5.13,1,1-Sep-29,2.3,CAD,1-Apr-19
CANHOU,CANADA HOUSING TRUST NO.1 144A,Federal,Fixed Income,2024/1/31,"19,888,952.90",0.3,"19,888,952.90","21,405,000.00","21,405,000.00",92.12,Canada,-,CAD,5.19,1,15-Sep-29,2.1,CAD,23-May-19
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"19,429,413.83",0.29,"19,429,413.83","21,035,000.00","21,035,000.00",92.2,Canada,-,CAD,3.22,1,1-Jun-27,1,CAD,3-Aug-16
Q,QUEBEC (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"19,421,247.08",0.29,"19,421,247.08","19,867,000.00","19,867,000.00",96.61,Canada,-,CAD,3.34,1,1-Sep-27,2.75,CAD,30-Jan-17
Q,QUEBEC (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"18,372,621.52",0.28,"18,372,621.52","18,952,000.00","18,952,000.00",95.8,Canada,-,CAD,4.21,1,1-Sep-28,2.75,CAD,5-Apr-18
Q,QUEBEC (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"18,308,148.45",0.28,"18,308,148.45","18,790,000.00","18,790,000.00",96.39,Canada,-,CAD,2.45,1,1-Sep-26,2.5,CAD,22-Feb-16
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"18,040,855.15",0.27,"18,040,855.15","18,977,000.00","18,977,000.00",94.82,Canada,-,CAD,2.25,1,1-Jun-26,1.5,CAD,21-Jul-15
ALTA,ALBERTA (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"17,951,861.37",0.27,"17,951,861.37","22,121,000.00","22,121,000.00",80.64,Canada,-,CAD,16.32,1,1-Dec-48,3.05,CAD,2-Jun-17
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"17,866,040.92",0.27,"17,866,040.92","24,356,000.00","24,356,000.00",72.93,Canada,-,CAD,18.61,1,2-Dec-52,2.55,CAD,25-Aug-21
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"17,776,242.73",0.27,"17,776,242.73","19,927,000.00","19,927,000.00",88.84,Canada,-,CAD,7.04,1,2-Dec-31,2.25,CAD,14-Oct-21
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"17,581,438.17",0.27,"17,581,438.17","20,581,000.00","20,581,000.00",85.2,Canada,-,CAD,6.4,1,2-Dec-30,1.35,CAD,13-Oct-20
CANHOU,CANADA HOUSING TRUST NO.1,Federal,Fixed Income,2024/1/31,"17,440,083.39",0.26,"17,440,083.39","17,170,000.00","17,170,000.00",101.06,Canada,-,CAD,3.98,1,15-Jun-28,3.95,CAD,21-Jun-23
CANHOU,CANADA HOUSING TRUST NO.1,Federal,Fixed Income,2024/1/31,"17,274,921.59",0.26,"17,274,921.59","17,175,000.00","17,175,000.00",100.09,Canada,-,CAD,3.13,1,15-Jun-27,3.8,CAD,21-Jun-22
CANHOU,CANADA HOUSING TRUST NO.1 144A,Federal,Fixed Income,2024/1/31,"17,250,498.12",0.26,"17,250,498.12","18,630,000.00","18,630,000.00",92.45,Canada,-,CAD,2.78,1,15-Dec-26,1.1,CAD,22-Sep-21
ALTA,ALBERTA (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"17,185,311.65",0.26,"17,185,311.65","17,829,000.00","17,829,000.00",95.96,Canada,-,CAD,3.14,1,1-Jun-27,2.55,CAD,3-Mar-17
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"17,103,330.65",0.26,"17,103,330.65","19,219,000.00","19,219,000.00",88.61,Canada,-,CAD,5.4,1,1-Nov-29,1.55,CAD,29-Jul-21
CANHOU,CANADA HOUSING TRUST NO 1 144A,Federal,Fixed Income,2024/1/31,"16,993,010.24",0.26,"16,993,010.24","17,207,000.00","17,207,000.00",97.79,Canada,-,CAD,1.08,1,15-Mar-25,2.55,CAD,26-Nov-14
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"16,812,420.17",0.25,"16,812,420.17","14,929,000.00","14,929,000.00",111.65,Canada,-,CAD,4.6,1,1-Jun-29,5.75,CAD,2-Feb-98
Q,QUEBEC (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"16,722,032.28",0.25,"16,722,032.28","14,303,000.00","14,303,000.00",115.87,Canada,-,CAD,6.6,1,1-Jun-32,6.25,CAD,27-Jun-00
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"16,679,162.34",0.25,"16,679,162.34","17,605,000.00","17,605,000.00",94.41,Canada,-,CAD,4.08,1,1-Jun-28,2,CAD,1-Aug-17
BRCOL,PROVINCE OF BRITISH COLUMBIA,Provincial,Fixed Income,2024/1/31,"16,433,398.81",0.25,"16,433,398.81","20,514,000.00","20,514,000.00",79.75,Canada,-,CAD,17.14,1,18-Jun-50,2.95,CAD,24-Aug-18
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"16,431,082.93",0.25,"16,431,082.93","14,172,000.00","14,172,000.00",113.62,Canada,-,CAD,7.07,1,8-Mar-33,5.85,CAD,17-Feb-03
ONT,ONTARIO (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"16,366,224.32",0.25,"16,366,224.32","16,248,000.00","16,248,000.00",99.3,Canada,-,CAD,3.73,1,8-Mar-28,3.6,CAD,11-Jul-22
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"16,341,620.96",0.25,"16,341,620.96","18,259,000.00","18,259,000.00",89.04,Canada,-,CAD,23.44,1,1-Dec-64,2.75,CAD,1-May-14
Q,QUEBEC (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"16,171,921.65",0.24,"16,171,921.65","14,787,000.00","14,787,000.00",108.53,Canada,-,CAD,10.59,1,1-Dec-38,5,CAD,29-Aug-06
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"16,120,401.49",0.24,"16,120,401.49","16,991,000.00","16,991,000.00",94.5,Canada,-,CAD,5.38,1,1-Dec-29,2.25,CAD,29-Mar-22
CANHOU,CANADA HOUSING TRUST NO.1,Federal,Fixed Income,2024/1/31,"15,337,304.23",0.23,"15,337,304.23","15,640,000.00","15,640,000.00",97.67,Canada,-,CAD,4.04,1,15-Jun-28,3.1,CAD,22-Mar-23
CANHOU,CANADA HOUSING TRUST NO.1 144A,Federal,Fixed Income,2024/1/31,"15,216,065.01",0.23,"15,216,065.01","18,035,000.00","18,035,000.00",83.95,Canada,-,CAD,6.7,1,15-Mar-31,1.1,CAD,25-Nov-20
CANHOU,CANADA HOUSING TRUST NO.1 144A,Federal,Fixed Income,2024/1/31,"14,656,500.87",0.22,"14,656,500.87","15,615,000.00","15,615,000.00",93.66,Canada,-,CAD,2.76,1,15-Dec-26,1.55,CAD,21-Dec-21
CAN,CANADA (GOVERNMENT OF),Federal,Fixed Income,2024/1/31,"14,290,943.47",0.22,"14,290,943.47","12,105,000.00","12,105,000.00",117.22,Canada,-,CAD,9.96,1,1-Jun-37,5,CAD,19-Jul-04
ALTA,ALBERTA (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"14,133,097.55",0.21,"14,133,097.55","16,511,000.00","16,511,000.00",85.05,Canada,-,CAD,15.26,1,1-Dec-46,3.3,CAD,14-Sep-15
BRCOL,BRITISH COLUMBIA (PROVINCE OF),Provincial,Fixed Income,2024/1/31,"13,732,376.73",0.21,"13,732,376.73","16,084,000.00","16,084,000.00",85.19,Canada,-,CAD,6.84,1,18-Jun-31,1.55,CAD,11-Feb-21
