Ticker,Name,Sector,Asset Class,As of Date,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
KMP.UN,KILLAM APARTMENT REIT UNITS CLASS,Real Estate,Equity,2024/1/31,"7,915,110.70",0.07,"7,915,110.70","422,590.00",18.73,Canada,Toronto Stock Exchange,CAD,1,CAD
LIF,LABRADOR IRON ORE ROYALTY CORP,Materials,Equity,2024/1/31,"7,634,189.69",0.07,"7,634,189.69","231,269.00",33.01,Canada,Toronto Stock Exchange,CAD,1,CAD
CJT,CARGOJET INC,Industrials,Equity,2024/1/31,"7,498,504.64",0.07,"7,498,504.64","62,368.00",120.23,Canada,Toronto Stock Exchange,CAD,1,CAD
NVEI,NUVEI SUBORDINATE VOTING CORP,Financials,Equity,2024/1/31,"7,466,728.50",0.07,"7,466,728.50","228,550.00",32.67,Canada,Toronto Stock Exchange,CAD,1,CAD
SPB,SUPERIOR PLUS CORP,Utilities,Equity,2024/1/31,"7,459,431.78",0.07,"7,459,431.78","809,049.00",9.22,Canada,Toronto Stock Exchange,CAD,1,CAD
EIF,EXCHANGE INCOME CORP,Industrials,Equity,2024/1/31,"7,390,987.56",0.07,"7,390,987.56","157,322.00",46.98,Canada,Toronto Stock Exchange,CAD,1,CAD
AIF,ALTUS GROUP LTD,Real Estate,Equity,2024/1/31,"7,384,168.88",0.07,"7,384,168.88","162,934.00",45.32,Canada,Toronto Stock Exchange,CAD,1,CAD
POU,PARAMOUNT RESOURCE LTD CLASS A,Energy,Equity,2024/1/31,"7,252,387.50",0.07,"7,252,387.50","273,675.00",26.5,Canada,Toronto Stock Exchange,CAD,1,CAD
BB,BLACKBERRY LTD,Information Technology,Equity,2024/1/31,"7,143,656.13",0.07,"7,143,656.13","1,894,869.00",3.77,Canada,Toronto Stock Exchange,CAD,1,CAD
GSY,GOEASY LTD,Financials,Equity,2024/1/31,"7,137,688.80",0.07,"7,137,688.80","46,615.00",153.12,Canada,Toronto Stock Exchange,CAD,1,CAD
IIP.UN,INTERRENT REAL ESTATE INVESTMENT T,Real Estate,Equity,2024/1/31,"7,054,171.65",0.07,"7,054,171.65","523,695.00",13.47,Canada,Toronto Stock Exchange,CAD,1,CAD
OGC,OCEANAGOLD CORPORATION CORP,Materials,Equity,2024/1/31,"6,801,261.50",0.06,"6,801,261.50","2,528,350.00",2.69,Canada,Toronto Stock Exchange,CAD,1,CAD
MFI,MAPLE LEAF FOODS INC,Consumer Staples,Equity,2024/1/31,"6,701,860.12",0.06,"6,701,860.12","261,383.00",25.64,Canada,Toronto Stock Exchange,CAD,1,CAD
NWC,NORTH WEST COMPANY INC,Consumer Staples,Equity,2024/1/31,"6,682,779.82",0.06,"6,682,779.82","171,838.00",38.89,Canada,Toronto Stock Exchange,CAD,1,CAD
FIL,FILO CORP,Materials,Equity,2024/1/31,"6,491,516.85",0.06,"6,491,516.85","314,055.00",20.67,Canada,Toronto Stock Exchange,CAD,1,CAD
TPZ,TOPAZ ENERGY CORP,Energy,Equity,2024/1/31,"6,477,680.16",0.06,"6,477,680.16","333,214.00",19.44,Canada,Toronto Stock Exchange,CAD,1,CAD
TLRY,TILRAY BRANDS INC,Health Care,Equity,2024/1/31,"6,440,890.75",0.06,"6,440,890.75","2,628,935.00",2.45,United States,Toronto Stock Exchange,CAD,1,CAD
FR,FIRST MAJESTIC SILVER CORP,Materials,Equity,2024/1/31,"6,438,505.64",0.06,"6,438,505.64","1,033,468.00",6.23,Canada,Toronto Stock Exchange,CAD,1,CAD
TSU,TRISURA GROUP LTD,Financials,Equity,2024/1/31,"6,421,149.35",0.06,"6,421,149.35","171,185.00",37.51,Canada,Toronto Stock Exchange,CAD,1,CAD
FRU,FREEHOLD ROYALTIES LTD,Energy,Equity,2024/1/31,"6,224,899.10",0.06,"6,224,899.10","446,870.00",13.93,Canada,Toronto Stock Exchange,CAD,1,CAD
NVA,NUVISTA ENERGY LTD,Energy,Equity,2024/1/31,"6,167,879.34",0.06,"6,167,879.34","591,927.00",10.42,Canada,Toronto Stock Exchange,CAD,1,CAD
ERO,ERO COPPER CORP,Materials,Equity,2024/1/31,"6,146,052.70",0.06,"6,146,052.70","291,974.00",21.05,Canada,Toronto Stock Exchange,CAD,1,CAD
EQX,EQUINOX GOLD CORP,Materials,Equity,2024/1/31,"6,123,807.36",0.06,"6,123,807.36","1,030,944.00",5.94,Canada,Toronto Stock Exchange,CAD,1,CAD
EFR,ENERGY FUELS INC,Energy,Equity,2024/1/31,"5,892,693.00",0.05,"5,892,693.00","577,715.00",10.2,Canada,Toronto Stock Exchange,CAD,1,CAD
BDGI,BADGER INFRASTRUCTURE SOLUTIONS LT,Industrials,Equity,2024/1/31,"5,840,280.32",0.05,"5,840,280.32","125,006.00",46.72,Canada,Toronto Stock Exchange,CAD,1,CAD
ENGH,ENGHOUSE SYSTEMS LTD,Information Technology,Equity,2024/1/31,"5,808,556.60",0.05,"5,808,556.60","155,309.00",37.4,Canada,Toronto Stock Exchange,CAD,1,CAD
TVE,TAMARACK VALLEY ENERGY LTD,Energy,Equity,2024/1/31,"5,746,312.32",0.05,"5,746,312.32","1,859,648.00",3.09,Canada,Toronto Stock Exchange,CAD,1,CAD
DPM,DUNDEE PRECIOUS METALS INC,Materials,Equity,2024/1/31,"5,739,753.18",0.05,"5,739,753.18","666,638.00",8.61,Canada,Toronto Stock Exchange,CAD,1,CAD
LUG,LUNDIN GOLD INC,Materials,Equity,2024/1/31,"5,570,000.28",0.05,"5,570,000.28","351,198.00",15.86,Canada,Toronto Stock Exchange,CAD,1,CAD
CG,CENTERRA GOLD INC,Materials,Equity,2024/1/31,"5,568,308.75",0.05,"5,568,308.75","785,375.00",7.09,Canada,Toronto Stock Exchange,CAD,1,CAD
KNT,K92 MINING INC,Materials,Equity,2024/1/31,"5,480,575.24",0.05,"5,480,575.24","851,021.00",6.44,Canada,Toronto Stock Exchange,CAD,1,CAD
SSL,SANDSTORM GOLD LTD,Materials,Equity,2024/1/31,"5,401,202.30",0.05,"5,401,202.30","885,443.00",6.1,Canada,Toronto Stock Exchange,CAD,1,CAD
IMG,IAMGOLD CORP,Materials,Equity,2024/1/31,"5,286,384.00",0.05,"5,286,384.00","1,651,995.00",3.2,Canada,Toronto Stock Exchange,CAD,1,CAD
AAV,ADVANTAGE ENERGY LTD,Energy,Equity,2024/1/31,"5,244,742.44",0.05,"5,244,742.44","594,642.00",8.82,Canada,Toronto Stock Exchange,CAD,1,CAD
CRR.UN,CROMBIE REAL ESTATE INVESTMENT TRU,Real Estate,Equity,2024/1/31,"5,231,606.40",0.05,"5,231,606.40","384,960.00",13.59,Canada,Toronto Stock Exchange,CAD,1,CAD
STLC,STELCO HOLDINGS INC,Materials,Equity,2024/1/31,"5,180,667.44",0.05,"5,180,667.44","120,034.00",43.16,Canada,Toronto Stock Exchange,CAD,1,CAD
INE,INNERGEX RENEWABLE ENERGY INC,Utilities,Equity,2024/1/31,"5,147,951.22",0.05,"5,147,951.22","560,779.00",9.18,Canada,Toronto Stock Exchange,CAD,1,CAD
CCA,COGECO COMMUNICATIONS SUBORDINATE,Communication,Equity,2024/1/31,"5,143,945.00",0.05,"5,143,945.00","82,900.00",62.05,Canada,Toronto Stock Exchange,CAD,1,CAD
BBU.UN,BROOKFIELD BUSINESS PARTNERS UNITS,Industrials,Equity,2024/1/31,"5,079,146.86",0.05,"5,079,146.86","174,962.00",29.03,Canada,Toronto Stock Exchange,CAD,1,CAD
HWX,HEADWATER EXPLORATION INC,Energy,Equity,2024/1/31,"4,933,984.61",0.05,"4,933,984.61","781,931.00",6.31,Canada,Toronto Stock Exchange,CAD,1,CAD
BIR,BIRCHCLIFF ENERGY LTD,Energy,Equity,2024/1/31,"4,868,368.20",0.04,"4,868,368.20","954,582.00",5.1,Canada,Toronto Stock Exchange,CAD,1,CAD
PMZ.UN,PRIMARIS REAL ESTATE INVESTMENT UN,Real Estate,Equity,2024/1/31,"4,799,675.61",0.04,"4,799,675.61","345,549.00",13.89,Canada,Toronto Stock Exchange,CAD,1,CAD
WPK,WINPAK LTD,Materials,Equity,2024/1/31,"4,647,729.84",0.04,"4,647,729.84","110,188.00",42.18,Canada,Toronto Stock Exchange,CAD,1,CAD
JWEL,JAMIESON WELLNESS INC,Consumer Staples,Equity,2024/1/31,"4,645,454.43",0.04,"4,645,454.43","150,387.00",30.89,Canada,Toronto Stock Exchange,CAD,1,CAD
IPCO,INTERNATIONAL PETROLEUM CORP,Energy,Equity,2024/1/31,"4,599,467.20",0.04,"4,599,467.20","309,520.00",14.86,Canada,Toronto Stock Exchange,CAD,1,CAD
SVI,STORAGEVAULT CANADA INC,Real Estate,Equity,2024/1/31,"4,581,334.95",0.04,"4,581,334.95","853,135.00",5.37,Canada,Toronto Stock Exchange,CAD,1,CAD
FVI,FORTUNA SILVER MINES INC,Materials,Equity,2024/1/31,"4,523,062.60",0.04,"4,523,062.60","1,103,186.00",4.1,Canada,Toronto Stock Exchange,CAD,1,CAD
MTL,MULLEN GROUP LTD,Industrials,Equity,2024/1/31,"4,442,766.66",0.04,"4,442,766.66","296,778.00",14.97,Canada,Toronto Stock Exchange,CAD,1,CAD
TOY,SPIN MASTER SUBORDINATE VOTING COR,Consumer Discretionary,Equity,2024/1/31,"4,376,479.38",0.04,"4,376,479.38","126,561.00",34.58,Canada,Toronto Stock Exchange,CAD,1,CAD
PD,PRECISION DRILLING CORP,Energy,Equity,2024/1/31,"4,359,708.00",0.04,"4,359,708.00","52,350.00",83.28,Canada,Toronto Stock Exchange,CAD,1,CAD
PSI,PASON SYSTEMS INC,Energy,Equity,2024/1/31,"4,273,052.30",0.04,"4,273,052.30","289,895.00",14.74,Canada,Toronto Stock Exchange,CAD,1,CAD
TXG,TOREX GOLD RESOURCES INC,Materials,Equity,2024/1/31,"4,267,110.47",0.04,"4,267,110.47","308,987.00",13.81,Canada,Toronto Stock Exchange,CAD,1,CAD
MTY,MTY FOOD GROUP INC,Consumer Discretionary,Equity,2024/1/31,"4,245,246.85",0.04,"4,245,246.85","73,715.00",57.59,Canada,Toronto Stock Exchange,CAD,1,CAD
WDO,WESDOME GOLD MINES LTD,Materials,Equity,2024/1/31,"4,213,589.64",0.04,"4,213,589.64","531,348.00",7.93,Canada,Toronto Stock Exchange,CAD,1,CAD
PET,PET VALU HOLDINGS LTD,Consumer Discretionary,Equity,2024/1/31,"4,168,547.74",0.04,"4,168,547.74","133,693.00",31.18,Canada,Toronto Stock Exchange,CAD,1,CAD
LB,LAURENTIAN BANK OF CANADA,Financials,Equity,2024/1/31,"4,129,765.92",0.04,"4,129,765.92","155,664.00",26.53,Canada,Toronto Stock Exchange,CAD,1,CAD
MATR,MATTR CORP,Energy,Equity,2024/1/31,"4,078,628.68",0.04,"4,078,628.68","250,684.00",16.27,Canada,Toronto Stock Exchange,CAD,1,CAD
MAG,MAG SILVER CORP,Materials,Equity,2024/1/31,"4,071,650.00",0.04,"4,071,650.00","336,500.00",12.1,Canada,Toronto Stock Exchange,CAD,1,CAD
NGD,NEW GOLD INC,Materials,Equity,2024/1/31,"3,984,375.42",0.04,"3,984,375.42","2,459,491.00",1.62,Canada,Toronto Stock Exchange,CAD,1,CAD
BLDP,BALLARD POWER SYSTEMS INC,Industrials,Equity,2024/1/31,"3,923,673.60",0.04,"3,923,673.60","891,744.00",4.4,Canada,Toronto Stock Exchange,CAD,1,CAD
SIL,SILVERCREST METALS INC,Materials,Equity,2024/1/31,"3,922,683.36",0.04,"3,922,683.36","527,952.00",7.43,Canada,Toronto Stock Exchange,CAD,1,CAD
ASTL,ALGOMA STEEL GROUP INC,Materials,Equity,2024/1/31,"3,915,731.47",0.04,"3,915,731.47","349,307.00",11.21,Canada,Toronto Stock Exchange,CAD,1,CAD
IFP,INTERFOR CORP,Materials,Equity,2024/1/31,"3,867,905.60",0.04,"3,867,905.60","185,957.00",20.8,Canada,Toronto Stock Exchange,CAD,1,CAD
NWH.UN,NORTHWEST HEALTHCARE PROPERTIES UN,Real Estate,Equity,2024/1/31,"3,774,435.70",0.03,"3,774,435.70","770,293.00",4.9,Canada,Toronto Stock Exchange,CAD,1,CAD
CRT.UN,CT REIT UNITS TRUST,Real Estate,Equity,2024/1/31,"3,772,309.80",0.03,"3,772,309.80","259,980.00",14.51,Canada,Toronto Stock Exchange,CAD,1,CAD
SEA,SEABRIDGE GOLD INC,Materials,Equity,2024/1/31,"3,616,248.51",0.03,"3,616,248.51","255,927.00",14.13,Canada,Toronto Stock Exchange,CAD,1,CAD
TCL.A,TRANSCONTINENTAL SUB VOTING INC CL,Materials,Equity,2024/1/31,"3,612,753.54",0.03,"3,612,753.54","267,018.00",13.53,Canada,Toronto Stock Exchange,CAD,1,CAD
SII,SPROTT INC,Financials,Equity,2024/1/31,"3,536,659.98",0.03,"3,536,659.98","74,961.00",47.18,Canada,Toronto Stock Exchange,CAD,1,CAD
WTE,WESTSHORE TERMINALS INVESTMENT COR,Industrials,Equity,2024/1/31,"3,513,932.00",0.03,"3,513,932.00","123,730.00",28.4,Canada,Toronto Stock Exchange,CAD,1,CAD
AOI,AFRICA OIL CORP,Energy,Equity,2024/1/31,"3,508,075.23",0.03,"3,508,075.23","1,386,591.00",2.53,Canada,Toronto Stock Exchange,CAD,1,CAD
OLA,ORLA MINING LTD,Materials,Equity,2024/1/31,"3,388,098.56",0.03,"3,388,098.56","756,272.00",4.48,Canada,Toronto Stock Exchange,CAD,1,CAD
CFP,CANFOR CORP,Materials,Equity,2024/1/31,"3,308,128.56",0.03,"3,308,128.56","203,202.00",16.28,Canada,Toronto Stock Exchange,CAD,1,CAD
ZZZ,SLEEP COUNTRY CANADA HOLDINGS INC,Consumer Discretionary,Equity,2024/1/31,"3,223,461.73",0.03,"3,223,461.73","124,027.00",25.99,Canada,Toronto Stock Exchange,CAD,1,CAD
SIA,SIENNA SENIOR LIVING INC,Health Care,Equity,2024/1/31,"3,117,529.24",0.03,"3,117,529.24","258,931.00",12.04,Canada,Toronto Stock Exchange,CAD,1,CAD
KEL,KELT EXPLORATION LTD,Energy,Equity,2024/1/31,"3,109,230.00",0.03,"3,109,230.00","579,000.00",5.37,Canada,Toronto Stock Exchange,CAD,1,CAD
NG,NOVAGOLD RESOURCES INC,Materials,Equity,2024/1/31,"2,986,758.25",0.03,"2,986,758.25","870,775.00",3.43,Canada,Toronto Stock Exchange,CAD,1,CAD
GOOS,CANADA GOOSE HOLDINGS SUB VOTING I,Consumer Discretionary,Equity,2024/1/31,"2,916,785.04",0.03,"2,916,785.04","180,942.00",16.12,Canada,Toronto Stock Exchange,CAD,1,CAD
USD,USD CASH,Cash and/or Derivatives,Cash,2024/1/31,"2,832,337.78",0.03,"2,832,337.78","2,119,934.00",133.61,United States,,CAD,0.75,USD
OSK,OSISKO MINING INC,Materials,Equity,2024/1/31,"2,791,515.98",0.03,"2,791,515.98","1,153,519.00",2.42,Canada,Toronto Stock Exchange,CAD,1,CAD
LAAC,LITHIUM AMERICAS ARGENTINA CORP,Materials,Equity,2024/1/31,"2,472,202.04",0.02,"2,472,202.04","414,799.00",5.96,Canada,Toronto Stock Exchange,CAD,1,CAD
LAC,LITHIUM AMERICAS CORP,Materials,Equity,2024/1/31,"2,430,722.14",0.02,"2,430,722.14","414,799.00",5.86,Canada,Toronto Stock Exchange,CAD,1,CAD
2299955D,CONSTELLATION SOFTWARE INC,Information Technology,Equity,2024/1/31,0.61,0,0.61,"60,915.00",0,Canada,Toronto Stock Exchange,CAD,1,CAD
RY,ROYAL BANK OF CANADA,Financials,Equity,2024/2/29,"668,419,877.80",6.03,"668,419,877.80","5,071,471.00",131.8,Canada,Toronto Stock Exchange,CAD,1,CAD
TD,TORONTO DOMINION,Financials,Equity,2024/2/29,"538,561,624.21",4.86,"538,561,624.21","6,608,929.00",81.49,Canada,Toronto Stock Exchange,CAD,1,CAD
SHOP,SHOPIFY SUBORDINATE VOTING INC CLA,Information Technology,Equity,2024/2/29,"451,872,932.18",4.08,"451,872,932.18","4,357,922.00",103.69,Canada,Toronto Stock Exchange,CAD,1,CAD
CP,CANADIAN PACIFIC KANSAS CITY LTD,Industrials,Equity,2024/2/29,"388,293,642.21",3.51,"388,293,642.21","3,369,727.00",115.23,Canada,Toronto Stock Exchange,CAD,1,CAD
CNR,CANADIAN NATIONAL RAILWAY,Industrials,Equity,2024/2/29,"371,372,719.04",3.35,"371,372,719.04","2,110,432.00",175.97,Canada,Toronto Stock Exchange,CAD,1,CAD
CNQ,CANADIAN NATURAL RESOURCES LTD,Energy,Equity,2024/2/29,"370,411,028.90",3.34,"370,411,028.90","3,918,035.00",94.54,Canada,Toronto Stock Exchange,CAD,1,CAD
ENB,ENBRIDGE INC,Energy,Equity,2024/2/29,"358,592,998.65",3.24,"358,592,998.65","7,686,881.00",46.65,Canada,Toronto Stock Exchange,CAD,1,CAD
BMO,BANK OF MONTREAL,Financials,Equity,2024/2/29,"320,257,392.40",2.89,"320,257,392.40","2,607,110.00",122.84,Canada,Toronto Stock Exchange,CAD,1,CAD
BN,BROOKFIELD CORP CLASS A,Financials,Equity,2024/2/29,"289,548,728.00",2.61,"289,548,728.00","5,170,513.00",56,Canada,Toronto Stock Exchange,CAD,1,CAD
BNS,BANK OF NOVA SCOTIA,Financials,Equity,2024/2/29,"286,865,987.43",2.59,"286,865,987.43","4,359,003.00",65.81,Canada,Toronto Stock Exchange,CAD,1,CAD
CSU,CONSTELLATION SOFTWARE INC,Information Technology,Equity,2024/2/29,"269,266,963.35",2.43,"269,266,963.35","71,265.00","3,778.39",Canada,Toronto Stock Exchange,CAD,1,CAD
ATD,ALIMENTATION COUCHE TARD INC,Consumer Staples,Equity,2024/2/29,"222,940,237.30",2.01,"222,940,237.30","2,648,690.00",84.17,Canada,Toronto Stock Exchange,CAD,1,CAD
SU,SUNCOR ENERGY INC,Energy,Equity,2024/2/29,"218,380,693.58",1.97,"218,380,693.58","4,683,266.00",46.63,Canada,Toronto Stock Exchange,CAD,1,CAD
CM,CANADIAN IMPERIAL BANK OF COMMERCE,Financials,Equity,2024/2/29,"214,722,716.78",1.94,"214,722,716.78","3,343,549.00",64.22,Canada,Toronto Stock Exchange,CAD,1,CAD
MFC,MANULIFE FINANCIAL CORP,Financials,Equity,2024/2/29,"211,113,552.06",1.91,"211,113,552.06","6,554,286.00",32.21,Canada,Toronto Stock Exchange,CAD,1,CAD
WCN,WASTE CONNECTIONS INC,Industrials,Equity,2024/2/29,"210,401,913.68",1.9,"210,401,913.68","931,724.00",225.82,United States,Toronto Stock Exchange,CAD,1,CAD
TRP,TC ENERGY CORP,Energy,Equity,2024/2/29,"201,404,622.32",1.82,"201,404,622.32","3,751,949.00",53.68,Canada,Toronto Stock Exchange,CAD,1,CAD
BCE,BCE INC,Communication,Equity,2024/2/29,"166,143,683.20",1.5,"166,143,683.20","3,299,120.00",50.36,Canada,Toronto Stock Exchange,CAD,1,CAD
SLF,SUN LIFE FINANCIAL INC,Financials,Equity,2024/2/29,"152,305,328.32",1.38,"152,305,328.32","2,113,004.00",72.08,Canada,Toronto Stock Exchange,CAD,1,CAD
IFC,INTACT FINANCIAL CORP,Financials,Equity,2024/2/29,"145,536,067.04",1.31,"145,536,067.04","644,878.00",225.68,Canada,Toronto Stock Exchange,CAD,1,CAD
NA,NATIONAL BANK OF CANADA,Financials,Equity,2024/2/29,"129,580,779.24",1.17,"129,580,779.24","1,223,268.00",105.93,Canada,Toronto Stock Exchange,CAD,1,CAD
NTR,NUTRIEN LTD,Materials,Equity,2024/2/29,"126,694,789.76",1.14,"126,694,789.76","1,788,464.00",70.84,Canada,Toronto Stock Exchange,CAD,1,CAD
ABX,BARRICK GOLD CORP,Materials,Equity,2024/2/29,"125,639,526.23",1.13,"125,639,526.23","6,348,637.00",19.79,Canada,Toronto Stock Exchange,CAD,1,CAD
T,TELUS CORP,Communication,Equity,2024/2/29,"124,499,986.74",1.12,"124,499,986.74","5,259,822.00",23.67,Canada,Toronto Stock Exchange,CAD,1,CAD
QSR,RESTAURANTS BRANDS INTERNATIONAL I,Consumer Discretionary,Equity,2024/2/29,"118,911,740.42",1.07,"118,911,740.42","1,128,409.00",105.38,Canada,Toronto Stock Exchange,CAD,1,CAD
FFH,FAIRFAX FINANCIAL HOLDINGS SUB VOT,Financials,Equity,2024/2/29,"117,161,959.20",1.06,"117,161,959.20","80,880.00","1,448.59",Canada,Toronto Stock Exchange,CAD,1,CAD
AEM,AGNICO EAGLE MINES LTD,Materials,Equity,2024/2/29,"116,815,851.38",1.05,"116,815,851.38","1,794,682.00",65.09,Canada,Toronto Stock Exchange,CAD,1,CAD
TRI,THOMSON REUTERS CORP,Industrials,Equity,2024/2/29,"116,457,436.16",1.05,"116,457,436.16","543,584.00",214.24,Canada,Toronto Stock Exchange,CAD,1,CAD
GIB.A,CGI INC,Information Technology,Equity,2024/2/29,"116,010,327.30",1.05,"116,010,327.30","744,515.00",155.82,Canada,Toronto Stock Exchange,CAD,1,CAD
CVE,CENOVUS ENERGY INC,Energy,Equity,2024/2/29,"114,493,907.00",1.03,"114,493,907.00","4,841,180.00",23.65,Canada,Toronto Stock Exchange,CAD,1,CAD
DOL,DOLLARAMA INC,Consumer Discretionary,Equity,2024/2/29,"106,770,538.88",0.96,"106,770,538.88","1,017,056.00",104.98,Canada,Toronto Stock Exchange,CAD,1,CAD
FNV,FRANCO NEVADA CORP,Materials,Equity,2024/2/29,"98,720,153.48",0.89,"98,720,153.48","694,772.00",142.09,Canada,Toronto Stock Exchange,CAD,1,CAD
WSP,WSP GLOBAL INC,Industrials,Equity,2024/2/29,"97,091,732.78",0.88,"97,091,732.78","450,709.00",215.42,Canada,Toronto Stock Exchange,CAD,1,CAD
PPL,PEMBINA PIPELINE CORP,Energy,Equity,2024/2/29,"93,808,131.54",0.85,"93,808,131.54","1,986,198.00",47.23,Canada,Toronto Stock Exchange,CAD,1,CAD
FTS,FORTIS INC,Utilities,Equity,2024/2/29,"92,439,584.42",0.83,"92,439,584.42","1,766,474.00",52.33,Canada,Toronto Stock Exchange,CAD,1,CAD
WPM,WHEATON PRECIOUS METALS CORP,Materials,Equity,2024/2/29,"91,624,358.21",0.83,"91,624,358.21","1,638,197.00",55.93,Canada,Toronto Stock Exchange,CAD,1,CAD
TECK.B,TECK RESOURCES SUBORDINATE VOTING,Materials,Equity,2024/2/29,"86,944,688.60",0.78,"86,944,688.60","1,667,204.00",52.15,Canada,Toronto Stock Exchange,CAD,1,CAD
CCO,CAMECO CORP,Energy,Equity,2024/2/29,"86,295,990.00",0.78,"86,295,990.00","1,569,018.00",55,Canada,Toronto Stock Exchange,CAD,1,CAD
RCI.B,ROGERS COMMUNICATIONS NON-VOTING I,Communication,Equity,2024/2/29,"80,689,408.80",0.73,"80,689,408.80","1,343,480.00",60.06,Canada,Toronto Stock Exchange,CAD,1,CAD
POW,POWER CORPORATION OF CANADA,Financials,Equity,2024/2/29,"78,496,263.45",0.71,"78,496,263.45","2,001,945.00",39.21,Canada,Toronto Stock Exchange,CAD,1,CAD
L,LOBLAW COMPANIES LTD,Consumer Staples,Equity,2024/2/29,"77,275,366.40",0.7,"77,275,366.40","534,260.00",144.64,Canada,Toronto Stock Exchange,CAD,1,CAD
MG,MAGNA INTERNATIONAL INC,Consumer Discretionary,Equity,2024/2/29,"72,039,313.00",0.65,"72,039,313.00","963,350.00",74.78,Canada,Toronto Stock Exchange,CAD,1,CAD
TOU,TOURMALINE OIL CORP,Energy,Equity,2024/2/29,"71,194,747.32",0.64,"71,194,747.32","1,159,146.00",61.42,Canada,Toronto Stock Exchange,CAD,1,CAD
BAM,BROOKFIELD ASSET MANAGEMENT VOTING,Financials,Equity,2024/2/29,"69,357,301.94",0.63,"69,357,301.94","1,253,974.00",55.31,Canada,Toronto Stock Exchange,CAD,1,CAD
BIP.UN,BROOKFIELD INFRASTRUCTURE PARTNERS,Utilities,Equity,2024/2/29,"64,503,320.82",0.58,"64,503,320.82","1,668,477.00",38.66,Bermuda,Toronto Stock Exchange,CAD,1,CAD
MRU,METRO INC,Consumer Staples,Equity,2024/2/29,"60,894,125.16",0.55,"60,894,125.16","828,717.00",73.48,Canada,Toronto Stock Exchange,CAD,1,CAD
TFII,TFI INTERNATIONAL INC,Industrials,Equity,2024/2/29,"58,289,359.32",0.53,"58,289,359.32","290,691.00",200.52,Canada,Toronto Stock Exchange,CAD,1,CAD
OTEX,OPEN TEXT CORP,Information Technology,Equity,2024/2/29,"51,214,829.85",0.46,"51,214,829.85","981,315.00",52.19,Canada,Toronto Stock Exchange,CAD,1,CAD
ARX,ARC RESOURCES LTD,Energy,Equity,2024/2/29,"50,532,712.38",0.46,"50,532,712.38","2,184,726.00",23.13,Canada,Toronto Stock Exchange,CAD,1,CAD
IMO,IMPERIAL OIL LTD,Energy,Equity,2024/2/29,"49,394,397.36",0.45,"49,394,397.36","581,658.00",84.92,Canada,Toronto Stock Exchange,CAD,1,CAD
EMA,EMERA INC,Utilities,Equity,2024/2/29,"47,251,139.60",0.43,"47,251,139.60","992,671.00",47.6,Canada,Toronto Stock Exchange,CAD,1,CAD
H,HYDRO ONE LTD,Utilities,Equity,2024/2/29,"46,449,948.50",0.42,"46,449,948.50","1,148,330.00",40.45,Canada,Toronto Stock Exchange,CAD,1,CAD
STN,STANTEC INC,Industrials,Equity,2024/2/29,"45,505,345.80",0.41,"45,505,345.80","401,565.00",113.32,Canada,Toronto Stock Exchange,CAD,1,CAD
GWO,GREAT WEST LIFECO INC,Financials,Equity,2024/2/29,"40,923,495.80",0.37,"40,923,495.80","979,031.00",41.8,Canada,Toronto Stock Exchange,CAD,1,CAD
WN,GEORGE WESTON LTD,Consumer Staples,Equity,2024/2/29,"38,456,065.12",0.35,"38,456,065.12","216,337.00",177.76,Canada,Toronto Stock Exchange,CAD,1,CAD
TIH,TOROMONT INDUSTRIES LTD,Industrials,Equity,2024/2/29,"37,173,995.55",0.34,"37,173,995.55","298,227.00",124.65,Canada,Toronto Stock Exchange,CAD,1,CAD
DSG,DESCARTES SYSTEMS GROUP INC,Information Technology,Equity,2024/2/29,"36,227,922.66",0.33,"36,227,922.66","307,982.00",117.63,Canada,Toronto Stock Exchange,CAD,1,CAD
CCL.B,CCL INDUSTRIES INC CLASS B,Materials,Equity,2024/2/29,"36,085,464.06",0.33,"36,085,464.06","521,617.00",69.18,Canada,Toronto Stock Exchange,CAD,1,CAD
X,TMX GROUP LTD,Financials,Equity,2024/2/29,"35,701,317.60",0.32,"35,701,317.60","1,002,846.00",35.6,Canada,Toronto Stock Exchange,CAD,1,CAD
GFL,GFL ENVIRONMENTAL SUBORDINATE VOTI,Industrials,Equity,2024/2/29,"35,557,577.79",0.32,"35,557,577.79","726,703.00",48.93,Canada,Toronto Stock Exchange,CAD,1,CAD
FSV,FIRSTSERVICE SUBORDINATE VOTING CO,Real Estate,Equity,2024/2/29,"33,120,205.30",0.3,"33,120,205.30","148,295.00",223.34,Canada,Toronto Stock Exchange,CAD,1,CAD
FM,FIRST QUANTUM MINERALS LTD,Materials,Equity,2024/2/29,"32,866,547.80",0.3,"32,866,547.80","2,557,708.00",12.85,Canada,Toronto Stock Exchange,CAD,1,CAD
EFN,ELEMENT FLEET MANAGEMENT CORP,Industrials,Equity,2024/2/29,"31,832,106.15",0.29,"31,832,106.15","1,405,391.00",22.65,Canada,Toronto Stock Exchange,CAD,1,CAD
IAG,IA FINANCIAL INC,Financials,Equity,2024/2/29,"30,680,612.16",0.28,"30,680,612.16","364,551.00",84.16,Canada,Toronto Stock Exchange,CAD,1,CAD
IVN,IVANHOE MINES LTD CLASS A,Materials,Equity,2024/2/29,"29,982,610.71",0.27,"29,982,610.71","2,077,797.00",14.43,Canada,Toronto Stock Exchange,CAD,1,CAD
